-0,10534488	9,787497	-1,091756	Time:0
-0,095768064	9,787497	-1,1013328	Time:210
-0,095768064	9,797073	-1,1013328	Time:420
-0,095768064	9,797073	-1,1013328	Time:560
-0,095768064	9,797073	-1,1013328	Time:700
-0,10534488	9,77792	-1,1013328	Time:910
-0,10534488	9,77792	-1,091756	Time:1050
-0,10534488	9,77792	-1,0821792	Time:1260
-0,095768064	9,787497	-1,1013328	Time:1755
-0,095768064	9,787497	-1,1013328	Time:1960
-0,095768064	9,787497	-1,1013328	Time:2100
-0,095768064	9,787497	-1,1013328	Time:2310
-3,3518825	9,9790325	-1,0630256	Time:2525
-4,7788267	10,812215	-1,043872	Time:2660
-3,8402996	10,898406	-0,90979666	Time:2800
-3,41892	9,299079	-0,9576807	Time:2940
-2,6910827	6,847417	-0,7278373	Time:3080
-6,8569937	6,7324953	-0,61291564	Time:3220
-7,374141	6,789956	-0,58418524	Time:3360
-7,4028716	6,789956	-0,5746084	Time:3500
-7,4028716	6,799533	-0,59376204	Time:3710
-7,4028716	6,789956	-0,5746084	Time:3926
-7,4028716	6,789956	-0,59376204	Time:4060
-7,4028716	6,789956	-0,59376204	Time:4200
-7,393295	6,789956	-0,58418524	Time:4624
-7,393295	6,799533	-0,60333884	Time:4835
-7,4028716	6,789956	-0,61291564	Time:4970
-7,4028716	6,789956	-0,61291564	Time:5110
-7,4028716	6,799533	-0,62249243	Time:5250
-7,4028716	6,789956	-0,62249243	Time:5390
-1,733402	7,0485296	-0,5267244	Time:5530
-0,31603462	11,712435	-1,7621324	Time:5670
-0,6895301	14,853627	-1,5131354	Time:5810
-0,23942018	12,909535	-1,4652514	Time:5950
-0,06703765	9,155427	-0,9768343	Time:6090
0,22026655	8,418014	-0,8331822	Time:6230
0,40222588	11,36767	-1,2162545	Time:6370
0,45010993	14,30775	-1,6376339	Time:6510
0,30645782	12,373235	-1,388637	Time:6650
0,02873042	8,389283	-0,8331822	Time:6790
-0,51714754	8,6574335	-0,8523358	Time:6930
-0,58418524	11,348516	-1,2641385	Time:7070
-0,37349546	13,187263	-1,541866	Time:7210
-0,24899697	11,492168	-1,292869	Time:7350
-0,06703765	8,8777	-0,9576807	Time:7490
0,22026655	9,222465	-0,93852705	Time:7630
0,33518824	11,808203	-1,2641385	Time:7770
0,31603462	12,469003	-1,3503298	Time:7910
0,16280572	10,323798	-1,1300632	Time:8050
-0,30645782	8,647857	-0,8810662	Time:8190
-0,5650316	9,423578	-0,9959879	Time:8330
-0,49799395	11,492168	-1,2449849	Time:8470
-0,34476504	11,693281	-1,2545617	Time:8610
-0,22984336	10,036493	-1,0821792	Time:8750
0,019153614	9,32781	-0,9576807	Time:8890
0,21068975	10,170568	-1,1013328	Time:9039
0,22984336	11,224017	-1,1683705	Time:9170
0,22984336	10,927136	-1,2066777	Time:9310
0,1436521	9,768343	-1,043872	Time:9450
-0,45010993	9,270349	-0,9959879	Time:9592
-0,5267244	10,141838	-1,1204864	Time:9730
-0,4309563	10,764331	-1,1779473	Time:9870
-0,2873042	10,429143	-1,13964	Time:10010
-0,23942018	9,768343	-1,0726024	Time:10150
0,12449849	9,710882	-1,0726024	Time:10291
0,12449849	10,228029	-1,1492168	Time:10430
0,12449849	10,620679	-1,1300632	Time:10570
0,19153613	10,132261	-1,1013328	Time:10710
-0,05746084	9,605537	-1,0151415	Time:10850
-0,50757074	9,691729	-1,0726024	Time:10990
-0,50757074	10,04607	-1,0821792	Time:11130
-0,38307226	10,180145	-1,13964	Time:11270
-0,29688102	9,911995	-1,1109096	Time:11410
-0,047884032	9,739613	-1,0630256	Time:11550
0,08619126	9,854534	-1,0630256	Time:11690
0,076614454	10,084377	-1,0821792	Time:11830
0,06703765	10,0269165	-1,091756	Time:11970
0,047884032	9,768343	-1,0055647	Time:12110
-0,4213795	9,691729	-1,043872	Time:12250
-0,46926352	9,749189	-1,0726024	Time:12390
-0,4213795	9,854534	-1,0821792	Time:12530
-0,4213795	9,854534	-1,0821792	Time:12670
-0,34476504	9,77792	-1,1013328	Time:12810
0	9,825804	-1,0726024	Time:12950
0,038307227	9,844957	-1,091756	Time:13090
